Protein	Label	log2FC	SE	Tvalue	DF	pvalue	adj.pvalue	issue	MissingPercentage	ImputationPercentage	Entry	ambig	gene_names_ordered_locus	gene_names_primary	Gene names  (synonym )	Protein names	Function [CC]	Catalytic activity	Gene ontology (GO)	Gene ontology (molecular function)	Gene ontology (biological process)	Gene ontology (cellular component)	Subcellular location [CC]	Pathway	Cofactor	Subunit structure [CC]	EC number	Length	Activity regulation	Kinetics	Miscellaneous [CC]	Status	Protein existence	Proteomes	Sign
p_1017	highco2_4	-0.2602516023778295	0.26934252568987077	-0.9662477238276557	9	0.35916533229715775	0.5598189805152975	NA	0	0	P72932	no	NA	hliA	NA	High light inducible protein	NA	NA	integral component of membrane [GO:0016021]	NA	NA	integral component of membrane [GO:0016021]	NA	NA	NA	NA	NA	57	NA	NA	NA	unreviewed	Predicted	UP000001425: Chromosome	Unsign
p_1017	highco2_8	-0.6726267159982892	0.2693425256898708	-2.4972911881459523	9	0.03401266456201957	0.10983999920028507	NA	0	0	P72932	no	NA	hliA	NA	High light inducible protein	NA	NA	integral component of membrane [GO:0016021]	NA	NA	integral component of membrane [GO:0016021]	NA	NA	NA	NA	NA	57	NA	NA	NA	unreviewed	Predicted	UP000001425: Chromosome	Unsign
p_1018	highco2_4	-0.29212946797065975	0.1363194085688041	-2.142977812460315	9	0.060726426861867244	0.18379298983088213	NA	0.1484375	0.1484375	P72937	no	slr0670	NA	NA	Slr0670 protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	291	NA	NA	NA	unreviewed	Predicted	UP000001425: Chromosome	Unsign
p_1018	highco2_8	-0.33937421426303355	0.13631940856880412	-2.4895516920596243	9	0.03444733702640845	0.1106572301288184	NA	0.1796875	0.1796875	P72937	no	slr0670	NA	NA	Slr0670 protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	291	NA	NA	NA	unreviewed	Predicted	UP000001425: Chromosome	Unsign
p_1019	highco2_4	-0.08070621947354426	0.39272823471269475	-0.20550144435779083	9	0.8417533235868839	0.9163894963152776	NA	0	0	P72938	no	NA	nucH	NA	Extracellular nuclease	NA	NA	integral component of membrane [GO:0016021]; deoxyribonuclease I activity [GO:0004530]; DNA binding [GO:0003677]; cell communication [GO:0007154]; DNA catabolic process [GO:0006308]	deoxyribonuclease I activity [GO:0004530]; DNA binding [GO:0003677]	cell communication [GO:0007154]; DNA catabolic process [GO:0006308]	integral component of membrane [GO:0016021]	NA	NA	NA	NA	NA	1879	NA	NA	NA	unreviewed	Predicted	UP000001425: Chromosome	Unsign
p_1019	highco2_8	-0.11701844573614914	0.39272823471269486	-0.29796290511619417	9	0.7724954069839454	0.8524360177476528	NA	0	0	P72938	no	NA	nucH	NA	Extracellular nuclease	NA	NA	integral component of membrane [GO:0016021]; deoxyribonuclease I activity [GO:0004530]; DNA binding [GO:0003677]; cell communication [GO:0007154]; DNA catabolic process [GO:0006308]	deoxyribonuclease I activity [GO:0004530]; DNA binding [GO:0003677]	cell communication [GO:0007154]; DNA catabolic process [GO:0006308]	integral component of membrane [GO:0016021]	NA	NA	NA	NA	NA	1879	NA	NA	NA	unreviewed	Predicted	UP000001425: Chromosome	Unsign
p_102	highco2_4	-0.21028132457927878	0.2696031396416287	-0.7799661563986098	9	0.45543239818673165	0.642555733598684	NA	0	0	P52997	no	slr0526	panB	NA	3-methyl-2-oxobutanoate hydroxymethyltransferase (EC 2.1.2.11) (Ketopantoate hydroxymethyltransferase) (KPHMT)	FUNCTION: Catalyzes the reversible reaction in which hydroxymethyl group from 5,10-methylenetetrahydrofolate is transferred onto alpha-ketoisovalerate to form ketopantoate. {ECO:0000255|HAMAP-Rule:MF_00156}.	CATALYTIC ACTIVITY: Reaction=(6R)-5,10-methylene-5,6,7,8-tetrahydrofolate + 3-methyl-2-oxobutanoate + H2O = (6S)-5,6,7,8-tetrahydrofolate + 2-dehydropantoate; Xref=Rhea:RHEA:11824, ChEBI:CHEBI:11561, ChEBI:CHEBI:11851, ChEBI:CHEBI:15377, ChEBI:CHEBI:15636, ChEBI:CHEBI:57453; EC=2.1.2.11; Evidence={ECO:0000255|HAMAP-Rule:MF_00156};	cytoplasm [GO:0005737]; 3-methyl-2-oxobutanoate hydroxymethyltransferase activity [GO:0003864]; magnesium ion binding [GO:0000287]; pantothenate biosynthetic process [GO:0015940]	3-methyl-2-oxobutanoate hydroxymethyltransferase activity [GO:0003864]; magnesium ion binding [GO:0000287]	pantothenate biosynthetic process [GO:0015940]	cytoplasm [GO:0005737]	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000255|HAMAP-Rule:MF_00156}.	PATHWAY: Cofactor biosynthesis; (R)-pantothenate biosynthesis; (R)-pantoate from 3-methyl-2-oxobutanoate: step 1/2. {ECO:0000255|HAMAP-Rule:MF_00156}.	COFACTOR: Name=Mg(2+); Xref=ChEBI:CHEBI:18420; Evidence={ECO:0000255|HAMAP-Rule:MF_00156};  Note=Binds 1 Mg(2+) ion per subunit. {ECO:0000255|HAMAP-Rule:MF_00156};	SUBUNIT: Homodecamer; pentamer of dimers. {ECO:0000255|HAMAP-Rule:MF_00156}.	2.1.2.11	260	NA	NA	NA	reviewed	Inferred from homology	UP000001425: Chromosome	Unsign
p_102	highco2_8	-0.31155061319673766	0.26960313964162874	-1.155589707192831	9	0.27760478407640443	0.44392034513776923	NA	0	0	P52997	no	slr0526	panB	NA	3-methyl-2-oxobutanoate hydroxymethyltransferase (EC 2.1.2.11) (Ketopantoate hydroxymethyltransferase) (KPHMT)	FUNCTION: Catalyzes the reversible reaction in which hydroxymethyl group from 5,10-methylenetetrahydrofolate is transferred onto alpha-ketoisovalerate to form ketopantoate. {ECO:0000255|HAMAP-Rule:MF_00156}.	CATALYTIC ACTIVITY: Reaction=(6R)-5,10-methylene-5,6,7,8-tetrahydrofolate + 3-methyl-2-oxobutanoate + H2O = (6S)-5,6,7,8-tetrahydrofolate + 2-dehydropantoate; Xref=Rhea:RHEA:11824, ChEBI:CHEBI:11561, ChEBI:CHEBI:11851, ChEBI:CHEBI:15377, ChEBI:CHEBI:15636, ChEBI:CHEBI:57453; EC=2.1.2.11; Evidence={ECO:0000255|HAMAP-Rule:MF_00156};	cytoplasm [GO:0005737]; 3-methyl-2-oxobutanoate hydroxymethyltransferase activity [GO:0003864]; magnesium ion binding [GO:0000287]; pantothenate biosynthetic process [GO:0015940]	3-methyl-2-oxobutanoate hydroxymethyltransferase activity [GO:0003864]; magnesium ion binding [GO:0000287]	pantothenate biosynthetic process [GO:0015940]	cytoplasm [GO:0005737]	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000255|HAMAP-Rule:MF_00156}.	PATHWAY: Cofactor biosynthesis; (R)-pantothenate biosynthesis; (R)-pantoate from 3-methyl-2-oxobutanoate: step 1/2. {ECO:0000255|HAMAP-Rule:MF_00156}.	COFACTOR: Name=Mg(2+); Xref=ChEBI:CHEBI:18420; Evidence={ECO:0000255|HAMAP-Rule:MF_00156};  Note=Binds 1 Mg(2+) ion per subunit. {ECO:0000255|HAMAP-Rule:MF_00156};	SUBUNIT: Homodecamer; pentamer of dimers. {ECO:0000255|HAMAP-Rule:MF_00156}.	2.1.2.11	260	NA	NA	NA	reviewed	Inferred from homology	UP000001425: Chromosome	Unsign
p_1020	highco2_4	-2.5898128637621682	1.4291056933272754	-1.8121912716843978	8	0.10752954649840474	0.2611604249411312	NA	0.3125	0.3125	P72944	no	slr0680	NA	NA	Slr0680 protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	140	NA	NA	NA	unreviewed	Predicted	UP000001425: Chromosome	Unsign
p_1020	highco2_8	0.014846451349729799	1.5436105715120758	0.009618003156836799	8	0.9925615842094422	0.996815863716669	NA	0.375	0.25	P72944	no	slr0680	NA	NA	Slr0680 protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	140	NA	NA	NA	unreviewed	Predicted	UP000001425: Chromosome	Unsign
p_1021	highco2_4	-0.7535988580377859	0.57719483985416975	-1.3056229993812578	8	0.22797407523543511	0.4180812701775268	NA	0.375	0.25	P72948	no	sll0649	NA	NA	OmpR subfamily	NA	NA	cytosol [GO:0005829]; protein-DNA complex [GO:0032993]; DNA-binding transcription activator activity [GO:0001216]; phosphorelay response regulator activity [GO:0000156]; transcription cis-regulatory region binding [GO:0000976]	DNA-binding transcription activator activity [GO:0001216]; phosphorelay response regulator activity [GO:0000156]; transcription cis-regulatory region binding [GO:0000976]	NA	cytosol [GO:0005829]; protein-DNA complex [GO:0032993]	NA	NA	NA	NA	NA	245	NA	NA	NA	unreviewed	Predicted	UP000001425: Chromosome	Unsign
p_1021	highco2_8	-0.15671987107752217	0.5343785842219893	-0.29327498463602025	8	0.776775754364001	0.8550857938082953	NA	0.0625	0.0625	P72948	no	sll0649	NA	NA	OmpR subfamily	NA	NA	cytosol [GO:0005829]; protein-DNA complex [GO:0032993]; DNA-binding transcription activator activity [GO:0001216]; phosphorelay response regulator activity [GO:0000156]; transcription cis-regulatory region binding [GO:0000976]	DNA-binding transcription activator activity [GO:0001216]; phosphorelay response regulator activity [GO:0000156]; transcription cis-regulatory region binding [GO:0000976]	NA	cytosol [GO:0005829]; protein-DNA complex [GO:0032993]	NA	NA	NA	NA	NA	245	NA	NA	NA	unreviewed	Predicted	UP000001425: Chromosome	Unsign
p_1022	highco2_4	0.5916025579109783	0.6292167375501152	0.9402206308344728	9	0.37165257701334076	0.5699902031586601	NA	0.0625	0.0625	P72950	no	sll0647	NA	NA	Sll0647 protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	256	NA	NA	NA	unreviewed	Predicted	UP000001425: Chromosome	Unsign
p_1022	highco2_8	1.728080617785072	0.6292167375501154	2.746399634112459	9	0.02260959233418025	0.08455045466636156	NA	0.0625	0.0625	P72950	no	sll0647	NA	NA	Sll0647 protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	256	NA	NA	NA	unreviewed	Predicted	UP000001425: Chromosome	Unsign
p_1023	highco2_4	-0.5446214396381468	0.769839510479248	-0.7074480228990894	7	0.5021546587418624	0.6813775694487839	NA	0.125	0	P72951	no	NA	cyaA	NA	Adenylate cyclase	NA	NA	integral component of membrane [GO:0016021]; adenylate cyclase activity [GO:0004016]; identical protein binding [GO:0042802]; cAMP biosynthetic process [GO:0006171]; intracellular signal transduction [GO:0035556]	adenylate cyclase activity [GO:0004016]; identical protein binding [GO:0042802]	cAMP biosynthetic process [GO:0006171]; intracellular signal transduction [GO:0035556]	integral component of membrane [GO:0016021]	NA	NA	NA	NA	NA	756	NA	NA	NA	unreviewed	Evidence at protein level	UP000001425: Chromosome	Unsign
p_1023	highco2_8	-1.1434137270138984	0.8229930545757468	-1.3893358159666713	7	0.20732040846716693	0.36559112196654064	NA	0.25	0	P72951	no	NA	cyaA	NA	Adenylate cyclase	NA	NA	integral component of membrane [GO:0016021]; adenylate cyclase activity [GO:0004016]; identical protein binding [GO:0042802]; cAMP biosynthetic process [GO:0006171]; intracellular signal transduction [GO:0035556]	adenylate cyclase activity [GO:0004016]; identical protein binding [GO:0042802]	cAMP biosynthetic process [GO:0006171]; intracellular signal transduction [GO:0035556]	integral component of membrane [GO:0016021]	NA	NA	NA	NA	NA	756	NA	NA	NA	unreviewed	Evidence at protein level	UP000001425: Chromosome	Unsign
p_1024	highco2_4	-0.5502189754684079	0.15923573804930005	-3.4553736630281944	9	0.007213270736972088	0.04556993019954776	NA	0.03125	0.03125	P72952	no	sll0645	NA	NA	Sll0645 protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	255	NA	NA	NA	unreviewed	Predicted	UP000001425: Chromosome	Sign
p_1024	highco2_8	-1.0511032236364941	0.1592357380493001	-6.600925373367302	9	9.916973926893391e-5	0.003051594548361195	NA	0.0625	0.0625	P72952	no	sll0645	NA	NA	Sll0645 protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	255	NA	NA	NA	unreviewed	Predicted	UP000001425: Chromosome	Sign
p_1025	highco2_4	-1.6163434730766852	0.8078576336960915	-2.0007776192961475	9	0.07645690494800483	0.21130618430074388	NA	0	0	P72959	no	slr0688	NA	NA	Slr0688 protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	343	NA	NA	NA	unreviewed	Predicted	UP000001425: Chromosome	Unsign
p_1025	highco2_8	-2.875701054510301	0.8078576336960916	-3.55966315667955	9	0.006122509040322077	0.03330273856781251	NA	0	0	P72959	no	slr0688	NA	NA	Slr0688 protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	343	NA	NA	NA	unreviewed	Predicted	UP000001425: Chromosome	Sign
p_1026	highco2_4	0.27429234623340565	0.09388097036661353	2.921703356519108	9	0.016984685737142735	0.07833150094394768	NA	0.09375	0.09375	P72961	no	slr0689	NA	NA	Slr0689 protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	398	NA	NA	NA	unreviewed	Predicted	UP000001425: Chromosome	Unsign
p_1026	highco2_8	0.199414212975409	0.09388097036661354	2.1241175096154072	9	0.06261726923930944	0.16153005741493717	NA	0.09375	0.09375	P72961	no	slr0689	NA	NA	Slr0689 protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	398	NA	NA	NA	unreviewed	Predicted	UP000001425: Chromosome	Unsign
p_1027	highco2_4	-0.5085330618183266	0.28879101963754433	-1.7609033080619196	9	0.11210260017687834	0.26716963302066604	NA	0.0714285714285714	0.07142857142857142	P72962	no	sll0639	NA	NA	Sll0639 protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	417	NA	NA	NA	unreviewed	Predicted	UP000001425: Chromosome	Unsign
p_1027	highco2_8	-0.8182550190196525	0.2887910196375444	-2.833381107371785	9	0.01961387213995547	0.07681505561720742	NA	0.0714285714285714	0.07142857142857142	P72962	no	sll0639	NA	NA	Sll0639 protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	417	NA	NA	NA	unreviewed	Predicted	UP000001425: Chromosome	Unsign
p_1028	highco2_4	-0.4845429670615213	0.5184581830429069	-0.9345844716302243	9	0.374397893845956	0.5713660382811346	NA	0.0625	0.0625	P72963	no	sll0638	NA	NA	Sll0638 protein	NA	NA	outer membrane-bounded periplasmic space [GO:0030288]	NA	NA	outer membrane-bounded periplasmic space [GO:0030288]	NA	NA	NA	NA	NA	458	NA	NA	NA	unreviewed	Predicted	UP000001425: Chromosome	Unsign
p_1028	highco2_8	-1.1068506419467636	0.518458183042907	-2.1348889421524704	9	0.06153050623129541	0.16024640080263086	NA	0.03125	0.03125	P72963	no	sll0638	NA	NA	Sll0638 protein	NA	NA	outer membrane-bounded periplasmic space [GO:0030288]	NA	NA	outer membrane-bounded periplasmic space [GO:0030288]	NA	NA	NA	NA	NA	458	NA	NA	NA	unreviewed	Predicted	UP000001425: Chromosome	Unsign
p_1029	highco2_4	-0.5206660758055026	0.3987508513444689	-1.3057428568490121	9	0.22402776692743886	0.4132958973836127	NA	0.23750000000000004	0.2375	P72964	no	NA	ycf45	NA	Ycf45 protein	NA	NA	ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; nucleic acid binding [GO:0003676]	ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; nucleic acid binding [GO:0003676]	NA	NA	NA	NA	NA	NA	NA	589	NA	NA	NA	unreviewed	Predicted	UP000001425: Chromosome	Unsign
p_1029	highco2_8	-0.028837449848086283	0.39875085134446897	-0.07231946903901271	9	0.9439293451957267	0.9660688193553522	NA	0.1875	0.1875	P72964	no	NA	ycf45	NA	Ycf45 protein	NA	NA	ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; nucleic acid binding [GO:0003676]	ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; nucleic acid binding [GO:0003676]	NA	NA	NA	NA	NA	NA	NA	589	NA	NA	NA	unreviewed	Predicted	UP000001425: Chromosome	Unsign
p_103	highco2_4	0.12014152068401703	0.23383409634364252	0.5137895737303301	9	0.6197747047838804	0.7746590610683958	NA	0.0892857142857143	0.08928571428571429	P53383	no	slr0067	mrp	NA	Iron-sulfur cluster carrier protein	FUNCTION: Binds and transfers iron-sulfur (Fe-S) clusters to target apoproteins. Can hydrolyze ATP. {ECO:0000255|HAMAP-Rule:MF_02040}.	NA	4 iron, 4 sulfur cluster binding [GO:0051539]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; metal ion binding [GO:0046872]; iron-sulfur cluster assembly [GO:0016226]	4 iron, 4 sulfur cluster binding [GO:0051539]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; metal ion binding [GO:0046872]	iron-sulfur cluster assembly [GO:0016226]	NA	NA	NA	NA	SUBUNIT: Homodimer. {ECO:0000255|HAMAP-Rule:MF_02040}.	NA	353	NA	NA	NA	reviewed	Inferred from homology	UP000001425: Chromosome	Unsign
p_103	highco2_8	0.3393272611480463	0.23383409634364258	1.4511453481504724	9	0.1806852916458801	0.3337874084092845	NA	0.0357142857142857	0.03571428571428571	P53383	no	slr0067	mrp	NA	Iron-sulfur cluster carrier protein	FUNCTION: Binds and transfers iron-sulfur (Fe-S) clusters to target apoproteins. Can hydrolyze ATP. {ECO:0000255|HAMAP-Rule:MF_02040}.	NA	4 iron, 4 sulfur cluster binding [GO:0051539]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; metal ion binding [GO:0046872]; iron-sulfur cluster assembly [GO:0016226]	4 iron, 4 sulfur cluster binding [GO:0051539]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; metal ion binding [GO:0046872]	iron-sulfur cluster assembly [GO:0016226]	NA	NA	NA	NA	SUBUNIT: Homodimer. {ECO:0000255|HAMAP-Rule:MF_02040}.	NA	353	NA	NA	NA	reviewed	Inferred from homology	UP000001425: Chromosome	Unsign
p_1030	highco2_4	0.42500185121754175	0.2441058661567458	1.7410554605215371	9	0.11565920055408885	0.2721534952551545	NA	0.09375	0.09375	P72967	no	slr0695	NA	NA	Slr0695 protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	173	NA	NA	NA	unreviewed	Predicted	UP000001425: Chromosome	Unsign
p_1030	highco2_8	0.4776915242055876	0.24410586615674584	1.9569030917874426	9	0.08205176001627645	0.19400602752476345	NA	0.125	0.125	P72967	no	slr0695	NA	NA	Slr0695 protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	173	NA	NA	NA	unreviewed	Predicted	UP000001425: Chromosome	Unsign
p_1031	highco2_4	-0.06295988151812618	0.185703713577984	-0.3390340467891987	9	0.7423604755629254	0.8572401649509981	NA	0.017857142857142905	0.017857142857142856	P72968	no	slr1590	NA	NA	Slr1590 protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	295	NA	NA	NA	unreviewed	Predicted	UP000001425: Chromosome	Unsign
p_1031	highco2_8	-0.12161890077744347	0.18570371357798401	-0.6549082860767407	9	0.5289075939186274	0.6777316819159568	NA	0	0	P72968	no	slr1590	NA	NA	Slr1590 protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	295	NA	NA	NA	unreviewed	Predicted	UP000001425: Chromosome	Unsign
p_1032	highco2_4	-1.022632729474752	0.19001470859894232	-5.38186089390158	9	4.4341225626665093e-4	0.008177871966297143	NA	0.28125	0.28125	P72974	no	sll1516	NA	NA	Sll1516 protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	624	NA	NA	NA	unreviewed	Predicted	UP000001425: Chromosome	Sign
p_1032	highco2_8	-0.4581367983698616	0.19001470859894234	-2.411059658212226	9	0.039180880637568194	0.11949687633537033	NA	0.15625	0.15625	P72974	no	sll1516	NA	NA	Sll1516 protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	624	NA	NA	NA	unreviewed	Predicted	UP000001425: Chromosome	Unsign
p_1033	highco2_4	-1.4047333302168838	0.6827219863621385	-2.0575481063704406	9	0.06975646581072148	0.19967326986031914	NA	0	0	P72975	no	sll1515	NA	NA	Sll1515 protein	NA	NA	enzyme binding [GO:0019899]; negative regulation of glutamate-ammonia ligase activity [GO:1905479]	enzyme binding [GO:0019899]	negative regulation of glutamate-ammonia ligase activity [GO:1905479]	NA	NA	NA	NA	NA	NA	149	NA	NA	NA	unreviewed	Predicted	UP000001425: Chromosome	Unsign
p_1033	highco2_8	-1.5425576404348007	0.6827219863621387	-2.2594228269317465	9	0.05022394954559495	0.13941029293970555	NA	0	0	P72975	no	sll1515	NA	NA	Sll1515 protein	NA	NA	enzyme binding [GO:0019899]; negative regulation of glutamate-ammonia ligase activity [GO:1905479]	enzyme binding [GO:0019899]	negative regulation of glutamate-ammonia ligase activity [GO:1905479]	NA	NA	NA	NA	NA	NA	149	NA	NA	NA	unreviewed	Predicted	UP000001425: Chromosome	Unsign
p_1034	highco2_4	-Inf	NA	NA	NA	NA	0	oneConditionMissing	0.625	0	P72976	no	slr1597	NA	NA	Slr1597 protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	298	NA	NA	NA	unreviewed	Predicted	UP000001425: Chromosome	Sign
p_1034	highco2_8	-1.5665130980244373	0.6914326585511774	-2.2656047246985653	5	0.07283854445424387	0.17788460856512617	NA	0.125	0	P72976	no	slr1597	NA	NA	Slr1597 protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	298	NA	NA	NA	unreviewed	Predicted	UP000001425: Chromosome	Unsign
p_1035	highco2_4	0.748249011991333	0.3686617276932904	2.0296357223547807	9	0.0729773727983809	0.2048288388271028	NA	0.04166666666666663	0.041666666666666664	P72977	no	NA	hsp17	NA	16.6 kDa small heat shock protein, molecular chaperon	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	146	NA	NA	NA	unreviewed	Inferred from homology	UP000001425: Chromosome	Unsign
p_1035	highco2_8	1.0640525162331624	0.3686617276932905	2.8862570652259434	9	0.01799364484642685	0.07164197966581042	NA	0.04166666666666663	0.041666666666666664	P72977	no	NA	hsp17	NA	16.6 kDa small heat shock protein, molecular chaperon	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	146	NA	NA	NA	unreviewed	Inferred from homology	UP000001425: Chromosome	Unsign
p_1036	highco2_4	-0.6221656244786847	0.31613738264291946	-1.9680229502672495	9	0.08059801451710813	0.21612652219953157	NA	0	0	P72985	no	slr1600	NA	NA	Slr1600 protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	149	NA	NA	NA	unreviewed	Predicted	UP000001425: Chromosome	Unsign
p_1036	highco2_8	-1.0354255620038793	0.3161373826429195	-3.275239243608856	9	0.009602005725495744	0.04565721927752281	NA	0	0	P72985	no	slr1600	NA	NA	Slr1600 protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	149	NA	NA	NA	unreviewed	Predicted	UP000001425: Chromosome	Sign
p_1037	highco2_4	-0.9433451044329211	0.23190993113949962	-4.067721894434419	9	0.0028092232149539154	0.025017115379260383	NA	0.04166666666666663	0.041666666666666664	P72989	no	sll1507	NA	NA	Sll1507 protein	NA	NA	outer membrane-bounded periplasmic space [GO:0030288]	NA	NA	outer membrane-bounded periplasmic space [GO:0030288]	NA	NA	NA	NA	NA	181	NA	NA	NA	unreviewed	Predicted	UP000001425: Chromosome	Sign
p_1037	highco2_8	-0.9673934760955973	0.23190993113949968	-4.171418926918165	9	0.002406542831030478	0.018381890985956204	NA	0	0	P72989	no	sll1507	NA	NA	Sll1507 protein	NA	NA	outer membrane-bounded periplasmic space [GO:0030288]	NA	NA	outer membrane-bounded periplasmic space [GO:0030288]	NA	NA	NA	NA	NA	181	NA	NA	NA	unreviewed	Predicted	UP000001425: Chromosome	Sign
p_1038	highco2_4	-0.604134833222465	0.5269056962298008	-1.1465710800723286	9	0.28112692857340416	0.47751858197240704	NA	0	0	P72990	no	slr1603	NA	NA	Slr1603 protein	NA	NA	integral component of membrane [GO:0016021]	NA	NA	integral component of membrane [GO:0016021]	NA	NA	NA	NA	NA	440	NA	NA	NA	unreviewed	Predicted	UP000001425: Chromosome	Unsign
p_1038	highco2_8	-0.7160880940155329	0.5269056962298009	-1.3590441309315877	9	0.20721046809617105	0.36559112196654064	NA	0	0	P72990	no	slr1603	NA	NA	Slr1603 protein	NA	NA	integral component of membrane [GO:0016021]	NA	NA	integral component of membrane [GO:0016021]	NA	NA	NA	NA	NA	440	NA	NA	NA	unreviewed	Predicted	UP000001425: Chromosome	Unsign
p_1039	highco2_4	Inf	NA	NA	NA	NA	0	oneConditionMissing	0.5	0	P72995	no	ssl2920	NA	NA	Ssl2920 protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	72	NA	NA	NA	unreviewed	Predicted	UP000001425: Chromosome	Sign
